ATT_NUMBER,SEASON,WEEK,GDATE,WEEKDAY,TIME,TIME_BUCKET,WIN_LOSS,HOME_GAME,OT,REG_OR_POST,OPP,OPP_DIVISION,OPP_CONFERENCE,QTR,DOWN,YTG,COMPLETION,RECEIVER,RECEIVER_ID,RECEIVER_POS,YDS,TD,INT,FIRST_DOWN,AIR_YDS,YDS_AFTER_CATCH,QB_POSITION,FIELD_TARGET
3018,2015,12,11/26/2015,5,7:30 PM,Primetime,W,0,0,Reg,Packers,NFC-North,NFC,3,1,10,1,Marquess Wilson,1,WR,11,0,0,1,-1,12,Shotgun,L
3020,2015,12,11/26/2015,5,7:30 PM,Primetime,W,0,0,Reg,Packers,NFC-North,NFC,3,1,10,1,Marquess Wilson,1,WR,11,0,0,1,-2,13,Shotgun,LS
3300,2016,11,11/20/2016,1,12:00 PM,Early,L,0,0,Reg,Giants,NFC-East,NFC,3,3,8,0,Marquess Wilson,1,WR,0,0,0,0,0,0,Shotgun,LS
3310,2016,11,11/20/2016,1,12:00 PM,Early,L,0,0,Reg,Giants,NFC-East,NFC,4,1,10,1,Marquess Wilson,1,WR,35,0,0,1,27,8,Shotgun,RS
3311,2016,11,11/20/2016,1,12:00 PM,Early,L,0,0,Reg,Giants,NFC-East,NFC,4,1,10,0,Marquess Wilson,1,WR,0,0,0,0,0,0,Shotgun,M
3313,2016,11,11/20/2016,1,12:00 PM,Early,L,0,0,Reg,Giants,NFC-East,NFC,4,2,29,0,Marquess Wilson,1,WR,0,0,1,0,0,0,Shotgun,LS
1778,2013,1,9/8/2013,1,12:00 PM,Early,W,1,0,Reg,Bengals,AFC-North,AFC,1,1,10,0,Martellus Bennett,44,TE,0,0,0,0,0,0,Under Center,M
1783,2013,1,9/8/2013,1,12:00 PM,Early,W,1,0,Reg,Bengals,AFC-North,AFC,1,2,6,1,Martellus Bennett,44,TE,8,1,0,1,8,0,Shotgun,M
1785,2013,1,9/8/2013,1,12:00 PM,Early,W,1,0,Reg,Bengals,AFC-North,AFC,1,2,14,0,Martellus Bennett,44,TE,0,0,0,0,0,0,Shotgun,R
1798,2013,1,9/8/2013,1,12:00 PM,Early,W,1,0,Reg,Bengals,AFC-North,AFC,3,2,7,0,Martellus Bennett,44,TE,0,0,0,0,0,0,Shotgun,L
1799,2013,1,9/8/2013,1,12:00 PM,Early,W,1,0,Reg,Bengals,AFC-North,AFC,3,3,7,1,Martellus Bennett,44,TE,30,0,0,1,11,19,Shotgun,RS
1810,2013,1,9/8/2013,1,12:00 PM,Early,W,1,0,Reg,Bengals,AFC-North,AFC,4,3,8,1,Martellus Bennett,44,TE,11,0,0,1,11,0,Under Center,R
1812,2013,2,9/15/2013,1,12:00 PM,Early,W,1,0,Reg,Vikings,NFC-North,NFC,1,3,1,1,Martellus Bennett,44,TE,1,1,0,1,0,1,Shotgun,LS
1813,2013,2,9/15/2013,1,12:00 PM,Early,W,1,0,Reg,Vikings,NFC-North,NFC,1,2,5,1,Martellus Bennett,44,TE,6,0,0,1,0,6,Under Center,R
1816,2013,2,9/15/2013,1,12:00 PM,Early,W,1,0,Reg,Vikings,NFC-North,NFC,1,1,10,1,Martellus Bennett,44,TE,14,0,0,1,3,11,Under Center,RS
1823,2013,2,9/15/2013,1,12:00 PM,Early,W,1,0,Reg,Vikings,NFC-North,NFC,2,2,9,0,Martellus Bennett,44,TE,0,0,0,0,0,0,Under Center,L
1827,2013,2,9/15/2013,1,12:00 PM,Early,W,1,0,Reg,Vikings,NFC-North,NFC,2,1,2,0,Martellus Bennett,44,TE,0,0,0,0,0,0,Under Center,RS
1830,2013,2,9/15/2013,1,12:00 PM,Early,W,1,0,Reg,Vikings,NFC-North,NFC,3,1,10,1,Martellus Bennett,44,TE,15,0,0,1,1,14,Under Center,R
1833,2013,2,9/15/2013,1,12:00 PM,Early,W,1,0,Reg,Vikings,NFC-North,NFC,3,3,10,1,Martellus Bennett,44,TE,1,0,0,0,-2,3,Shotgun,R
1845,2013,2,9/15/2013,1,12:00 PM,Early,W,1,0,Reg,Vikings,NFC-North,NFC,4,1,20,1,Martellus Bennett,44,TE,23,0,0,1,4,19,Shotgun,LS
1848,2013,2,9/15/2013,1,12:00 PM,Early,W,1,0,Reg,Vikings,NFC-North,NFC,4,3,10,1,Martellus Bennett,44,TE,16,1,0,1,15,1,Shotgun,LS
1859,2013,3,9/22/2013,1,7:30 PM,Primetime,W,0,0,Reg,Steelers,AFC-North,AFC,1,1,10,0,Martellus Bennett,44,TE,0,0,0,0,0,0,Shotgun,L
1861,2013,3,9/22/2013,1,7:30 PM,Primetime,W,0,0,Reg,Steelers,AFC-North,AFC,1,2,1,0,Martellus Bennett,44,TE,0,0,0,0,0,0,Under Center,L
1868,2013,3,9/22/2013,1,7:30 PM,Primetime,W,0,0,Reg,Steelers,AFC-North,AFC,3,1,10,1,Martellus Bennett,44,TE,7,0,0,0,-2,9,Under Center,L
1869,2013,3,9/22/2013,1,7:30 PM,Primetime,W,0,0,Reg,Steelers,AFC-North,AFC,3,1,10,0,Martellus Bennett,44,TE,0,0,0,0,0,0,Shotgun,RS
1877,2013,3,9/22/2013,1,7:30 PM,Primetime,W,0,0,Reg,Steelers,AFC-North,AFC,4,1,10,1,Martellus Bennett,44,TE,3,0,0,0,0,3,Shotgun,R
1880,2013,4,9/29/2013,1,12:00 PM,Early,L,0,0,Reg,Lions,NFC-North,NFC,1,1,10,1,Martellus Bennett,44,TE,30,0,0,1,19,11,Shotgun,R
1893,2013,4,9/29/2013,1,12:00 PM,Early,L,0,0,Reg,Lions,NFC-North,NFC,2,1,10,0,Martellus Bennett,44,TE,0,0,0,0,0,0,Shotgun,M
1897,2013,4,9/29/2013,1,12:00 PM,Early,L,0,0,Reg,Lions,NFC-North,NFC,3,1,10,0,Martellus Bennett,44,TE,0,0,0,0,0,0,Shotgun,M
1899,2013,4,9/29/2013,1,12:00 PM,Early,L,0,0,Reg,Lions,NFC-North,NFC,3,2,8,0,Martellus Bennett,44,TE,0,0,0,0,0,0,Shotgun,RS
1903,2013,4,9/29/2013,1,12:00 PM,Early,L,0,0,Reg,Lions,NFC-North,NFC,4,1,10,0,Martellus Bennett,44,TE,0,0,0,0,0,0,Shotgun,M
1906,2013,4,9/29/2013,1,12:00 PM,Early,L,0,0,Reg,Lions,NFC-North,NFC,4,2,10,1,Martellus Bennett,44,TE,3,0,0,0,3,0,Shotgun,L
1908,2013,4,9/29/2013,1,12:00 PM,Early,L,0,0,Reg,Lions,NFC-North,NFC,4,1,10,1,Martellus Bennett,44,TE,5,0,0,0,5,0,Shotgun,M
1909,2013,4,9/29/2013,1,12:00 PM,Early,L,0,0,Reg,Lions,NFC-North,NFC,4,2,5,1,Martellus Bennett,44,TE,8,0,0,1,8,0,Shotgun,R
1910,2013,4,9/29/2013,1,12:00 PM,Early,L,0,0,Reg,Lions,NFC-North,NFC,4,2,1,1,Martellus Bennett,44,TE,20,0,0,1,11,9,Shotgun,R
1911,2013,4,9/29/2013,1,12:00 PM,Early,L,0,0,Reg,Lions,NFC-North,NFC,4,2,20,1,Martellus Bennett,44,TE,11,0,0,0,3,8,Shotgun,L
1912,2013,4,9/29/2013,1,12:00 PM,Early,L,0,0,Reg,Lions,NFC-North,NFC,4,3,9,1,Martellus Bennett,44,TE,5,0,0,0,5,0,Shotgun,M
1921,2013,4,9/29/2013,1,12:00 PM,Early,L,0,0,Reg,Lions,NFC-North,NFC,4,1,10,1,Martellus Bennett,44,TE,8,0,0,0,7,1,Shotgun,L
1933,2013,5,10/6/2013,1,12:00 PM,Early,L,1,0,Reg,Saints,NFC-South,NFC,2,2,10,1,Martellus Bennett,44,TE,2,0,0,0,1,1,Shotgun,L
1935,2013,5,10/6/2013,1,12:00 PM,Early,L,1,0,Reg,Saints,NFC-South,NFC,2,1,10,1,Martellus Bennett,44,TE,18,0,0,1,1,17,Under Center,RS
1942,2013,5,10/6/2013,1,12:00 PM,Early,L,1,0,Reg,Saints,NFC-South,NFC,2,1,10,1,Martellus Bennett,44,TE,14,0,0,1,14,0,Shotgun,R
1945,2013,5,10/6/2013,1,12:00 PM,Early,L,1,0,Reg,Saints,NFC-South,NFC,3,1,10,1,Martellus Bennett,44,TE,12,0,0,1,12,0,Shotgun,M
1951,2013,5,10/6/2013,1,12:00 PM,Early,L,1,0,Reg,Saints,NFC-South,NFC,4,3,4,1,Martellus Bennett,44,TE,10,0,0,1,2,8,Shotgun,LS
1967,2013,6,10/10/2013,5,7:30 PM,Primetime,W,1,0,Reg,Giants,NFC-East,NFC,2,1,10,1,Martellus Bennett,44,TE,14,0,0,1,0,14,Under Center,LS
1973,2013,6,10/10/2013,5,7:30 PM,Primetime,W,1,0,Reg,Giants,NFC-East,NFC,2,2,10,1,Martellus Bennett,44,TE,15,0,0,1,4,11,Shotgun,R
1979,2013,6,10/10/2013,5,7:30 PM,Primetime,W,1,0,Reg,Giants,NFC-East,NFC,3,1,10,0,Martellus Bennett,44,TE,0,0,0,0,0,0,Under Center,R
1981,2013,6,10/10/2013,5,7:30 PM,Primetime,W,1,0,Reg,Giants,NFC-East,NFC,3,3,20,1,Martellus Bennett,44,TE,4,0,0,0,1,3,Shotgun,R
1983,2013,6,10/10/2013,5,7:30 PM,Primetime,W,1,0,Reg,Giants,NFC-East,NFC,3,2,10,1,Martellus Bennett,44,TE,12,0,0,1,6,6,Shotgun,L
1987,2013,6,10/10/2013,5,7:30 PM,Primetime,W,1,0,Reg,Giants,NFC-East,NFC,4,2,9,1,Martellus Bennett,44,TE,16,0,0,1,5,11,Shotgun,R
1994,2013,6,10/10/2013,5,7:30 PM,Primetime,W,1,0,Reg,Giants,NFC-East,NFC,4,3,7,1,Martellus Bennett,44,TE,7,0,0,1,5,2,Under Center,R
1998,2013,7,10/20/2013,1,12:00 PM,Early,L,0,0,Reg,Washington,NFC-East,NFC,1,1,10,0,Martellus Bennett,44,TE,0,0,0,0,0,0,Shotgun,LS
2008,2013,10,11/10/2013,1,12:00 PM,Early,L,1,0,Reg,Lions,NFC-North,NFC,1,1,10,1,Martellus Bennett,44,TE,-1,0,0,0,-2,1,Shotgun,L
2011,2013,10,11/10/2013,1,12:00 PM,Early,L,1,0,Reg,Lions,NFC-North,NFC,1,1,10,0,Martellus Bennett,44,TE,0,0,0,0,0,0,Pistol,RS
2012,2013,10,11/10/2013,1,12:00 PM,Early,L,1,0,Reg,Lions,NFC-North,NFC,2,3,8,1,Martellus Bennett,44,TE,13,0,0,1,4,9,Shotgun,L
2013,2013,10,11/10/2013,1,12:00 PM,Early,L,1,0,Reg,Lions,NFC-North,NFC,2,2,8,1,Martellus Bennett,44,TE,13,0,0,1,3,10,Under Center,R
2020,2013,10,11/10/2013,1,12:00 PM,Early,L,1,0,Reg,Lions,NFC-North,NFC,2,2,4,0,Martellus Bennett,44,TE,0,0,1,0,0,0,Shotgun,L
2044,2013,15,12/15/2013,1,12:00 PM,Early,W,0,0,Reg,Browns,AFC-North,AFC,1,3,7,1,Martellus Bennett,44,TE,23,0,0,1,5,18,Shotgun,R
2047,2013,15,12/15/2013,1,12:00 PM,Early,W,0,0,Reg,Browns,AFC-North,AFC,1,3,11,1,Martellus Bennett,44,TE,22,0,0,1,20,2,Shotgun,M
2056,2013,15,12/15/2013,1,12:00 PM,Early,W,0,0,Reg,Browns,AFC-North,AFC,2,1,10,1,Martellus Bennett,44,TE,3,0,0,0,0,3,Under Center,R
2065,2013,15,12/15/2013,1,12:00 PM,Early,W,0,0,Reg,Browns,AFC-North,AFC,3,3,8,1,Martellus Bennett,44,TE,5,0,0,0,-1,6,Shotgun,L
2068,2013,15,12/15/2013,1,12:00 PM,Early,W,0,0,Reg,Browns,AFC-North,AFC,4,2,10,1,Martellus Bennett,44,TE,8,0,0,0,3,5,Shotgun,M
2071,2013,15,12/15/2013,1,12:00 PM,Early,W,0,0,Reg,Browns,AFC-North,AFC,4,2,9,1,Martellus Bennett,44,TE,10,0,0,1,-2,12,Under Center,L
2074,2013,16,12/22/2013,1,7:30 PM,Primetime,L,0,0,Reg,Eagles,NFC-East,NFC,1,3,5,0,Martellus Bennett,44,TE,0,0,0,0,0,0,Shotgun,L
2083,2013,16,12/22/2013,1,7:30 PM,Primetime,L,0,0,Reg,Eagles,NFC-East,NFC,2,3,7,1,Martellus Bennett,44,TE,12,0,0,1,8,4,Shotgun,L
2085,2013,16,12/22/2013,1,7:30 PM,Primetime,L,0,0,Reg,Eagles,NFC-East,NFC,2,2,10,1,Martellus Bennett,44,TE,15,0,0,1,10,5,Shotgun,L
2086,2013,16,12/22/2013,1,7:30 PM,Primetime,L,0,0,Reg,Eagles,NFC-East,NFC,2,1,10,1,Martellus Bennett,44,TE,24,0,0,1,2,22,Shotgun,R
2092,2013,16,12/22/2013,1,7:30 PM,Primetime,L,0,0,Reg,Eagles,NFC-East,NFC,2,2,10,0,Martellus Bennett,44,TE,0,0,0,0,0,0,Shotgun,M
2094,2013,16,12/22/2013,1,7:30 PM,Primetime,L,0,0,Reg,Eagles,NFC-East,NFC,3,1,10,0,Martellus Bennett,44,TE,0,0,0,0,0,0,Shotgun,M
2101,2013,16,12/22/2013,1,7:30 PM,Primetime,L,0,0,Reg,Eagles,NFC-East,NFC,3,2,22,1,Martellus Bennett,44,TE,4,0,0,0,-1,5,Shotgun,RS
2104,2013,16,12/22/2013,1,7:30 PM,Primetime,L,0,0,Reg,Eagles,NFC-East,NFC,3,1,10,1,Martellus Bennett,44,TE,30,0,0,1,26,4,Shotgun,LS
2129,2013,17,12/29/2013,1,3:25 PM,Late,L,1,0,Reg,Packers,NFC-North,NFC,4,1,10,1,Martellus Bennett,44,TE,15,0,0,1,12,3,Shotgun,M
2135,2014,1,9/7/2014,1,12:00 PM,Early,L,1,1,Reg,Bills,AFC-East,AFC,1,1,10,1,Martellus Bennett,44,TE,12,1,0,1,11,1,Shotgun,L
2145,2014,1,9/7/2014,1,12:00 PM,Early,L,1,1,Reg,Bills,AFC-East,AFC,2,3,4,1,Martellus Bennett,44,TE,17,0,0,1,4,13,Shotgun,LS
2146,2014,1,9/7/2014,1,12:00 PM,Early,L,1,1,Reg,Bills,AFC-East,AFC,2,1,10,0,Martellus Bennett,44,TE,0,0,1,0,0,0,Shotgun,R
2148,2014,1,9/7/2014,1,12:00 PM,Early,L,1,1,Reg,Bills,AFC-East,AFC,2,3,1,1,Martellus Bennett,44,TE,2,0,0,1,1,1,Shotgun,LS
2154,2014,1,9/7/2014,1,12:00 PM,Early,L,1,1,Reg,Bills,AFC-East,AFC,3,2,5,1,Martellus Bennett,44,TE,10,0,0,1,-3,13,Shotgun,R
2166,2014,1,9/7/2014,1,12:00 PM,Early,L,1,1,Reg,Bills,AFC-East,AFC,4,2,4,1,Martellus Bennett,44,TE,5,0,0,1,5,0,Under Center,L
2167,2014,1,9/7/2014,1,12:00 PM,Early,L,1,1,Reg,Bills,AFC-East,AFC,4,1,10,1,Martellus Bennett,44,TE,12,0,0,1,2,10,Shotgun,M
2169,2014,1,9/7/2014,1,12:00 PM,Early,L,1,1,Reg,Bills,AFC-East,AFC,4,3,1,0,Martellus Bennett,44,TE,0,0,1,0,0,0,Under Center,R
2174,2014,1,9/7/2014,1,12:00 PM,Early,L,1,1,Reg,Bills,AFC-East,AFC,4,2,10,1,Martellus Bennett,44,TE,9,0,0,0,6,3,Shotgun,R
2180,2014,1,9/7/2014,1,12:00 PM,Early,L,1,1,Reg,Bills,AFC-East,AFC,5,2,10,1,Martellus Bennett,44,TE,3,0,0,0,2,1,Pistol,M
2183,2014,2,9/14/2014,1,7:30 PM,Primetime,W,0,0,Reg,49ers,NFC-West,NFC,1,1,10,1,Martellus Bennett,44,TE,7,0,0,0,5,2,Shotgun,M
2187,2014,2,9/14/2014,1,7:30 PM,Primetime,W,0,0,Reg,49ers,NFC-West,NFC,1,3,10,1,Martellus Bennett,44,TE,4,0,0,0,0,4,Shotgun,L
2190,2014,2,9/14/2014,1,7:30 PM,Primetime,W,0,0,Reg,49ers,NFC-West,NFC,1,2,10,1,Martellus Bennett,44,TE,8,0,0,0,5,3,Shotgun,L
2193,2014,2,9/14/2014,1,7:30 PM,Primetime,W,0,0,Reg,49ers,NFC-West,NFC,2,3,10,0,Martellus Bennett,44,TE,0,0,0,0,0,0,Shotgun,LS
2194,2014,2,9/14/2014,1,7:30 PM,Primetime,W,0,0,Reg,49ers,NFC-West,NFC,2,2,9,1,Martellus Bennett,44,TE,0,0,0,0,1,-1,Shotgun,L
2197,2014,2,9/14/2014,1,7:30 PM,Primetime,W,0,0,Reg,49ers,NFC-West,NFC,2,1,10,1,Martellus Bennett,44,TE,10,0,0,1,4,6,Shotgun,M
2209,2014,2,9/14/2014,1,7:30 PM,Primetime,W,0,0,Reg,49ers,NFC-West,NFC,3,1,10,1,Martellus Bennett,44,TE,5,0,0,0,1,4,Shotgun,RS
2213,2014,2,9/14/2014,1,7:30 PM,Primetime,W,0,0,Reg,49ers,NFC-West,NFC,4,1,3,1,Martellus Bennett,44,TE,3,1,0,1,3,0,Shotgun,RS
2220,2014,3,9/22/2014,2,7:30 PM,Primetime,W,0,0,Reg,Jets,AFC-East,AFC,1,3,7,1,Martellus Bennett,44,TE,7,1,0,1,7,0,Shotgun,R
2221,2014,3,9/22/2014,2,7:30 PM,Primetime,W,0,0,Reg,Jets,AFC-East,AFC,1,1,10,1,Martellus Bennett,44,TE,16,0,0,1,12,4,Under Center,M
2224,2014,3,9/22/2014,2,7:30 PM,Primetime,W,0,0,Reg,Jets,AFC-East,AFC,1,1,10,1,Martellus Bennett,44,TE,9,0,0,0,0,9,Shotgun,RS
2227,2014,3,9/22/2014,2,7:30 PM,Primetime,W,0,0,Reg,Jets,AFC-East,AFC,2,1,10,0,Martellus Bennett,44,TE,0,0,0,0,0,0,Under Center,R
2233,2014,3,9/22/2014,2,7:30 PM,Primetime,W,0,0,Reg,Jets,AFC-East,AFC,2,3,3,0,Martellus Bennett,44,TE,0,0,0,0,0,0,Shotgun,L
2234,2014,3,9/22/2014,2,7:30 PM,Primetime,W,0,0,Reg,Jets,AFC-East,AFC,2,1,10,0,Martellus Bennett,44,TE,0,0,0,0,0,0,Under Center,L
2243,2014,3,9/22/2014,2,7:30 PM,Primetime,W,0,0,Reg,Jets,AFC-East,AFC,3,3,11,1,Martellus Bennett,44,TE,13,1,0,1,12,1,Shotgun,L
2249,2014,3,9/22/2014,2,7:30 PM,Primetime,W,0,0,Reg,Jets,AFC-East,AFC,4,1,10,1,Martellus Bennett,44,TE,9,0,0,0,4,5,Shotgun,M
2255,2014,4,9/28/2014,1,12:00 PM,Early,L,1,0,Reg,Packers,NFC-North,NFC,1,2,7,1,Martellus Bennett,44,TE,15,0,0,1,5,10,Shotgun,LS
2258,2014,4,9/28/2014,1,12:00 PM,Early,L,1,0,Reg,Packers,NFC-North,NFC,1,2,6,0,Martellus Bennett,44,TE,0,0,0,0,0,0,Shotgun,LS
2267,2014,4,9/28/2014,1,12:00 PM,Early,L,1,0,Reg,Packers,NFC-North,NFC,2,3,7,1,Martellus Bennett,44,TE,23,0,0,1,10,13,Shotgun,R
2268,2014,4,9/28/2014,1,12:00 PM,Early,L,1,0,Reg,Packers,NFC-North,NFC,2,1,10,1,Martellus Bennett,44,TE,7,0,0,0,1,6,Shotgun,R
2270,2014,4,9/28/2014,1,12:00 PM,Early,L,1,0,Reg,Packers,NFC-North,NFC,2,2,5,1,Martellus Bennett,44,TE,26,0,0,1,16,10,Shotgun,L
2272,2014,4,9/28/2014,1,12:00 PM,Early,L,1,0,Reg,Packers,NFC-North,NFC,2,2,10,1,Martellus Bennett,44,TE,27,0,0,1,23,4,Shotgun,LS
2274,2014,4,9/28/2014,1,12:00 PM,Early,L,1,0,Reg,Packers,NFC-North,NFC,2,2,9,1,Martellus Bennett,44,TE,8,0,0,0,8,0,Shotgun,M
2279,2014,4,9/28/2014,1,12:00 PM,Early,L,1,0,Reg,Packers,NFC-North,NFC,3,2,7,1,Martellus Bennett,44,TE,9,0,0,1,6,3,Shotgun,M
2283,2014,4,9/28/2014,1,12:00 PM,Early,L,1,0,Reg,Packers,NFC-North,NFC,4,3,6,1,Martellus Bennett,44,TE,10,0,0,1,6,4,Shotgun,M
2286,2014,4,9/28/2014,1,12:00 PM,Early,L,1,0,Reg,Packers,NFC-North,NFC,4,2,10,1,Martellus Bennett,44,TE,9,0,0,0,4,5,Shotgun,M
2287,2014,4,9/28/2014,1,12:00 PM,Early,L,1,0,Reg,Packers,NFC-North,NFC,4,4,5,0,Martellus Bennett,44,TE,0,0,0,0,0,0,Shotgun,R
2299,2014,5,10/5/2014,1,12:00 PM,Early,L,0,0,Reg,Panthers,NFC-South,NFC,2,2,16,1,Martellus Bennett,44,TE,5,0,0,0,-1,6,Shotgun,R
2303,2014,5,10/5/2014,1,12:00 PM,Early,L,0,0,Reg,Panthers,NFC-South,NFC,2,3,3,0,Martellus Bennett,44,TE,0,0,0,0,0,0,Under Center,M
2306,2014,5,10/5/2014,1,12:00 PM,Early,L,0,0,Reg,Panthers,NFC-South,NFC,3,1,10,0,Martellus Bennett,44,TE,0,0,0,0,0,0,Under Center,M
2308,2014,5,10/5/2014,1,12:00 PM,Early,L,0,0,Reg,Panthers,NFC-South,NFC,3,3,9,1,Martellus Bennett,44,TE,7,0,0,0,5,2,Shotgun,R
2309,2014,5,10/5/2014,1,12:00 PM,Early,L,0,0,Reg,Panthers,NFC-South,NFC,3,1,10,1,Martellus Bennett,44,TE,5,0,0,0,4,1,Under Center,M
2326,2014,6,10/12/2014,1,3:25 PM,Late,W,0,0,Reg,Falcons,NFC-South,NFC,1,3,8,0,Martellus Bennett,44,TE,0,0,0,0,0,0,Shotgun,RS
2328,2014,6,10/12/2014,1,3:25 PM,Late,W,0,0,Reg,Falcons,NFC-South,NFC,1,3,5,0,Martellus Bennett,44,TE,0,0,0,0,0,0,Shotgun,R
2331,2014,6,10/12/2014,1,3:25 PM,Late,W,0,0,Reg,Falcons,NFC-South,NFC,1,1,10,1,Martellus Bennett,44,TE,14,0,0,1,-1,15,Under Center,R
2340,2014,6,10/12/2014,1,3:25 PM,Late,W,0,0,Reg,Falcons,NFC-South,NFC,2,1,3,0,Martellus Bennett,44,TE,0,0,0,0,0,0,Shotgun,R
2346,2014,6,10/12/2014,1,3:25 PM,Late,W,0,0,Reg,Falcons,NFC-South,NFC,2,1,10,1,Martellus Bennett,44,TE,9,0,0,0,1,8,Shotgun,LS
2348,2014,6,10/12/2014,1,3:25 PM,Late,W,0,0,Reg,Falcons,NFC-South,NFC,2,2,2,0,Martellus Bennett,44,TE,0,0,0,0,0,0,Shotgun,M
2358,2014,6,10/12/2014,1,3:25 PM,Late,W,0,0,Reg,Falcons,NFC-South,NFC,3,3,11,1,Martellus Bennett,44,TE,25,0,0,1,19,6,Shotgun,L
2361,2014,6,10/12/2014,1,3:25 PM,Late,W,0,0,Reg,Falcons,NFC-South,NFC,4,2,13,1,Martellus Bennett,44,TE,4,0,0,0,3,1,Shotgun,L
2368,2014,7,10/19/2014,1,12:00 PM,Early,L,1,0,Reg,Dolphins,AFC-East,AFC,2,3,11,1,Martellus Bennett,44,TE,16,0,0,1,16,0,Shotgun,RS
2370,2014,7,10/19/2014,1,12:00 PM,Early,L,1,0,Reg,Dolphins,AFC-East,AFC,2,3,2,0,Martellus Bennett,44,TE,0,0,1,0,0,0,Shotgun,L
2372,2014,7,10/19/2014,1,12:00 PM,Early,L,1,0,Reg,Dolphins,AFC-East,AFC,2,2,13,1,Martellus Bennett,44,TE,8,0,0,0,0,8,Shotgun,R
2387,2014,7,10/19/2014,1,12:00 PM,Early,L,1,0,Reg,Dolphins,AFC-East,AFC,4,2,15,1,Martellus Bennett,44,TE,12,0,0,0,0,12,Shotgun,RS
2388,2014,7,10/19/2014,1,12:00 PM,Early,L,1,0,Reg,Dolphins,AFC-East,AFC,4,3,3,1,Martellus Bennett,44,TE,1,0,0,0,0,1,Shotgun,RS
2391,2014,7,10/19/2014,1,12:00 PM,Early,L,1,0,Reg,Dolphins,AFC-East,AFC,4,2,10,1,Martellus Bennett,44,TE,21,0,0,1,18,3,Shotgun,L
2392,2014,7,10/19/2014,1,12:00 PM,Early,L,1,0,Reg,Dolphins,AFC-East,AFC,4,1,10,0,Martellus Bennett,44,TE,0,0,0,0,0,0,Shotgun,M
2393,2014,7,10/19/2014,1,12:00 PM,Early,L,1,0,Reg,Dolphins,AFC-East,AFC,4,2,10,0,Martellus Bennett,44,TE,0,0,0,0,0,0,Shotgun,M
2400,2014,8,10/26/2014,1,12:00 PM,Early,L,0,0,Reg,Patriots,AFC-East,AFC,1,3,6,0,Martellus Bennett,44,TE,0,0,0,0,0,0,Shotgun,L
2410,2014,8,10/26/2014,1,12:00 PM,Early,L,0,0,Reg,Patriots,AFC-East,AFC,3,1,10,1,Martellus Bennett,44,TE,17,0,0,1,-2,19,Under Center,L
2416,2014,8,10/26/2014,1,12:00 PM,Early,L,0,0,Reg,Patriots,AFC-East,AFC,3,1,10,1,Martellus Bennett,44,TE,34,0,0,1,13,21,Shotgun,R
2418,2014,8,10/26/2014,1,12:00 PM,Early,L,0,0,Reg,Patriots,AFC-East,AFC,3,3,7,1,Martellus Bennett,44,TE,20,1,0,1,20,0,Shotgun,LS
2420,2014,8,10/26/2014,1,12:00 PM,Early,L,0,0,Reg,Patriots,AFC-East,AFC,4,1,10,1,Martellus Bennett,44,TE,3,0,0,0,-1,4,Shotgun,L
2422,2014,8,10/26/2014,1,12:00 PM,Early,L,0,0,Reg,Patriots,AFC-East,AFC,4,1,10,1,Martellus Bennett,44,TE,10,0,0,1,-2,12,Shotgun,LS
2423,2014,8,10/26/2014,1,12:00 PM,Early,L,0,0,Reg,Patriots,AFC-East,AFC,4,3,4,1,Martellus Bennett,44,TE,11,0,0,1,11,0,Shotgun,R
2431,2014,10,11/9/2014,1,7:30 PM,Primetime,L,0,0,Reg,Packers,NFC-North,NFC,1,2,10,0,Martellus Bennett,44,TE,0,0,1,0,0,0,Under Center,RS
2441,2014,10,11/9/2014,1,7:30 PM,Primetime,L,0,0,Reg,Packers,NFC-North,NFC,2,3,4,0,Martellus Bennett,44,TE,0,0,0,0,0,0,Shotgun,LS
2444,2014,10,11/9/2014,1,7:30 PM,Primetime,L,0,0,Reg,Packers,NFC-North,NFC,2,3,5,1,Martellus Bennett,44,TE,37,0,0,1,10,27,Shotgun,L
2446,2014,10,11/9/2014,1,7:30 PM,Primetime,L,0,0,Reg,Packers,NFC-North,NFC,2,3,18,1,Martellus Bennett,44,TE,8,0,0,0,-1,9,Shotgun,RS
2456,2014,10,11/9/2014,1,7:30 PM,Primetime,L,0,0,Reg,Packers,NFC-North,NFC,3,3,8,0,Martellus Bennett,44,TE,0,0,0,0,0,0,Shotgun,R
2479,2014,11,11/16/2014,1,12:00 PM,Early,W,1,0,Reg,Vikings,NFC-North,NFC,2,1,10,1,Martellus Bennett,44,TE,12,0,0,1,0,12,Under Center,R
2494,2014,11,11/16/2014,1,12:00 PM,Early,W,1,0,Reg,Vikings,NFC-North,NFC,3,1,20,1,Martellus Bennett,44,TE,4,0,0,0,4,0,Shotgun,M
2498,2014,11,11/16/2014,1,12:00 PM,Early,W,1,0,Reg,Vikings,NFC-North,NFC,3,1,10,1,Martellus Bennett,44,TE,4,0,0,0,0,4,Pistol,RS
2501,2014,11,11/16/2014,1,12:00 PM,Early,W,1,0,Reg,Vikings,NFC-North,NFC,4,3,10,1,Martellus Bennett,44,TE,9,0,0,0,-1,10,Shotgun,R
2509,2014,12,11/23/2014,1,12:00 PM,Early,W,1,0,Reg,Buccaneers,NFC-South,NFC,1,1,10,0,Martellus Bennett,44,TE,0,0,0,0,0,0,Shotgun,M
